"","GeoID","County_State","State","P_Obesity","MedianIncE","P_HS","P_FastFood","P_Doctor","Obesity_Prob"
"528",18009,"Blackford County, Indiana","IN",36.7,43505,90.39,46.67,80,"Higher Severity"
"529",18143,"Scott County, Indiana","IN",36.7,48700,81.91,67.86,80.5,"Higher Severity"
"530",18105,"Monroe County, Indiana","IN",28.4,49839,94.66,40.41,74.7,"Lower Severity"
"531",18039,"Elkhart County, Indiana","IN",35.5,57021,82.17,48.38,78.4,"Lower Severity"
"532",18017,"Cass County, Indiana","IN",38.4,49415,85.72,57.14,79.7,"Higher Severity"
"533",18097,"Marion County, Indiana","IN",33.5,48316,87.34,46.76,76.9,"Lower Severity"
"534",18177,"Wayne County, Indiana","IN",37.2,46516,88.04,40.91,80.9,"Higher Severity"
"535",19071,"Fremont County, Iowa","IA",38.5,56750,94.91,41.67,83.7,"Higher Severity"
"536",19079,"Hamilton County, Iowa","IA",35.7,60910,92.63,18.75,82.8,"Lower Severity"
"537",19175,"Union County, Iowa","IA",34.6,49900,92.79,40,82.5,"Lower Severity"
"538",19159,"Ringgold County, Iowa","IA",34.9,55271,93.99,41.67,84.4,"Lower Severity"
"539",19001,"Adair County, Iowa","IA",37.6,53363,95.7,44.44,83.8,"Higher Severity"
"540",19037,"Chickasaw County, Iowa","IA",33.5,60034,93.64,29.41,83.7,"Lower Severity"
"541",19039,"Clarke County, Iowa","IA",39.4,54427,84.48,60,81.5,"Higher Severity"
"542",19059,"Dickinson County, Iowa","IA",33.9,59969,96.54,33.93,86.7,"Lower Severity"
"543",19103,"Johnson County, Iowa","IA",26.8,62542,96.05,35.82,78.9,"Lower Severity"
"544",19107,"Keokuk County, Iowa","IA",36.2,52881,93.47,45.45,83.4,"Higher Severity"
"545",19171,"Tama County, Iowa","IA",37.4,56037,90.99,25,82.5,"Higher Severity"
"546",19179,"Wapello County, Iowa","IA",38,46246,87.93,48.28,83.4,"Higher Severity"
"547",19069,"Franklin County, Iowa","IA",38.1,56419,92.4,50,82.3,"Higher Severity"
"548",19027,"Carroll County, Iowa","IA",35.7,59212,94.66,35,83.4,"Lower Severity"
"549",19031,"Cedar County, Iowa","IA",36.1,67795,95.56,36.84,83.2,"Lower Severity"
"550",19067,"Floyd County, Iowa","IA",37.4,50406,93.19,26.09,83.7,"Higher Severity"
"551",19073,"Greene County, Iowa","IA",35.4,53050,93.17,36.36,84.2,"Lower Severity"
"552",19119,"Lyon County, Iowa","IA",35.9,64982,94.72,30,83.1,"Lower Severity"
"553",13291,"Union County, Georgia","GA",31.3,50021,88.17,44.74,76.1,"Lower Severity"
"554",37017,"Bladen County, North Carolina","NC",39.1,36173,88.17,59.52,76.1,"Higher Severity"
"555",37031,"Carteret County, North Carolina","NC",33.7,57194,92.12,33.68,81.2,"Lower Severity"
"556",37015,"Bertie County, North Carolina","NC",42.3,35527,80.54,60,76.8,"Higher Severity"
"557",37117,"Martin County, North Carolina","NC",38,40090,81.98,60,78.5,"Higher Severity"
"558",37143,"Perquimans County, North Carolina","NC",35.7,47162,86.39,54.55,82,"Lower Severity"
"559",37157,"Rockingham County, North Carolina","NC",36.9,43579,83.64,48.39,80.6,"Higher Severity"
"560",37071,"Gaston County, North Carolina","NC",34.6,52835,87.64,49.7,79.8,"Lower Severity"
"561",37125,"Moore County, North Carolina","NC",30.9,59963,92.82,35.2,81.9,"Lower Severity"
"562",37167,"Stanly County, North Carolina","NC",35.7,52623,85.99,42.06,80.1,"Lower Severity"
"563",37199,"Yancey County, North Carolina","NC",34.1,42222,88.53,33.33,80,"Lower Severity"
"564",37037,"Chatham County, North Carolina","NC",31.7,67031,89.42,47.19,80.6,"Lower Severity"
"565",37101,"Johnston County, North Carolina","NC",34.9,59865,89.53,50.2,77.2,"Lower Severity"
"566",37145,"Person County, North Carolina","NC",37.9,51020,88.43,55.1,80.1,"Higher Severity"
"567",37009,"Ashe County, North Carolina","NC",34.3,40962,87.01,37.21,79.5,"Lower Severity"
"568",37107,"Lenoir County, North Carolina","NC",40.4,39402,82.06,63.86,79.7,"Higher Severity"
"569",37133,"Onslow County, North Carolina","NC",32.1,50278,92.02,52.58,71.4,"Lower Severity"
"570",37161,"Rutherford County, North Carolina","NC",35.4,42608,85.92,35.48,81.1,"Lower Severity"
"571",37197,"Yadkin County, North Carolina","NC",35.4,44682,86.46,39.47,80.2,"Lower Severity"
"572",37023,"Burke County, North Carolina","NC",36.1,44557,84.78,53.51,79.7,"Lower Severity"
"573",38097,"Traill County, North Dakota","ND",37.7,64453,93.74,55.56,73.5,"Higher Severity"
"574",38101,"Ward County, North Dakota","ND",36.9,68871,94.06,47.27,71.8,"Higher Severity"
"575",38017,"Cass County, North Dakota","ND",33.1,64482,95.64,46.85,70,"Lower Severity"
"576",38077,"Richland County, North Dakota","ND",33.5,61371,93.51,37.5,74.3,"Lower Severity"
"577",38057,"Mercer County, North Dakota","ND",35.7,82181,89.53,38.46,74.5,"Lower Severity"
"578",38073,"Ransom County, North Dakota","ND",35,63903,90.88,33.33,75.5,"Lower Severity"
"579",39105,"Meigs County, Ohio","OH",38.3,44899,85.77,72,80.2,"Higher Severity"
"580",39021,"Champaign County, Ohio","OH",38.6,60112,91.37,47.62,81.6,"Higher Severity"
"581",39057,"Greene County, Ohio","OH",36.4,68720,94.2,51.88,81.5,"Higher Severity"
"582",39087,"Lawrence County, Ohio","OH",40.2,45118,89.41,72.88,82,"Higher Severity"
"583",39115,"Morgan County, Ohio","OH",41.2,42341,86.54,35.71,80.9,"Higher Severity"
"584",39175,"Wyandot County, Ohio","OH",40.9,55767,93.98,43.9,80.3,"Higher Severity"
"585",39043,"Erie County, Ohio","OH",40.3,54226,91.86,44.77,82.8,"Higher Severity"
"586",39091,"Logan County, Ohio","OH",38,56754,93,42.86,82,"Higher Severity"
"587",39153,"Summit County, Ohio","OH",34.4,57181,92.53,52.39,82.6,"Lower Severity"
"588",16059,"Lemhi County, Idaho","ID",33.3,39324,91.69,15,77.5,"Lower Severity"
"589",16075,"Payette County, Idaho","ID",32.2,50579,85.91,33.33,74.8,"Lower Severity"
"590",16009,"Benewah County, Idaho","ID",30.4,47556,85.14,29.41,75.1,"Lower Severity"
"591",16017,"Bonner County, Idaho","ID",27.4,50256,91.29,27.55,75.6,"Lower Severity"
"592",16037,"Custer County, Idaho","ID",30.3,40875,91.29,41.67,75.8,"Lower Severity"
"593",16039,"Elmore County, Idaho","ID",31.8,46855,88.01,32.43,70.1,"Lower Severity"
"594",16043,"Fremont County, Idaho","ID",32.4,58065,89.83,35,73.4,"Lower Severity"
"595",16065,"Madison County, Idaho","ID",30.4,39160,97.41,59.02,64.6,"Lower Severity"
"596",16079,"Shoshone County, Idaho","ID",33.5,39386,88.06,19.35,75.9,"Lower Severity"
"597",16049,"Idaho County, Idaho","ID",30.9,41516,92.25,29.03,76.3,"Lower Severity"
"598",16081,"Teton County, Idaho","ID",26.5,74216,93.41,10,69.8,"Lower Severity"
"599",16077,"Power County, Idaho","ID",36.1,48823,84.29,37.5,71,"Lower Severity"
"600",16087,"Washington County, Idaho","ID",33.4,40992,90.21,36.84,74.2,"Lower Severity"
"601",17067,"Hancock County, Illinois","IL",35.9,52561,94.43,36,81.9,"Lower Severity"
"602",17119,"Madison County, Illinois","IL",37.8,60738,93.34,47.14,81.7,"Higher Severity"
"603",17063,"Grundy County, Illinois","IL",33.7,77350,93.98,51.58,80.2,"Lower Severity"
"604",17091,"Kankakee County, Illinois","IL",36.5,58902,89.93,45.56,80.1,"Higher Severity"
"605",17131,"Mercer County, Illinois","IL",35.1,59787,92.43,41.18,83.7,"Lower Severity"
"606",17043,"DuPage County, Illinois","IL",27,92809,93.49,46.81,80.7,"Lower Severity"
"607",17003,"Alexander County, Illinois","IL",41.5,36806,86.38,50,81.3,"Higher Severity"
"608",17129,"Menard County, Illinois","IL",34.6,74684,95.01,62.5,82.8,"Lower Severity"
"609",17099,"LaSalle County, Illinois","IL",36.4,58142,91.08,34.56,81.9,"Higher Severity"
"610",17031,"Cook County, Illinois","IL",29.1,64660,88.21,46.28,77.8,"Lower Severity"
"611",17115,"Macon County, Illinois","IL",37.7,50480,92.38,43.45,82.3,"Higher Severity"
"612",17177,"Stephenson County, Illinois","IL",36.9,48805,91.81,36.84,82.5,"Higher Severity"
"613",17191,"Wayne County, Illinois","IL",36.6,50251,89.28,29.17,81.1,"Higher Severity"
"614",17203,"Woodford County, Illinois","IL",32,72808,94.22,43.9,83.1,"Lower Severity"
"615",17055,"Franklin County, Illinois","IL",37.5,42769,89.94,46.55,81.1,"Higher Severity"
"616",17109,"McDonough County, Illinois","IL",32.8,44471,94.42,42.11,78.2,"Lower Severity"
"617",17111,"McHenry County, Illinois","IL",31.8,86799,93.89,44.12,81,"Lower Severity"
"618",20051,"Ellis County, Kansas","KS",33.8,52883,95.34,50.75,77.9,"Lower Severity"
"619",20107,"Linn County, Kansas","KS",38.3,48778,93.52,42.86,82.7,"Higher Severity"
"620",20175,"Seward County, Kansas","KS",39.2,49291,69.76,43.59,70.3,"Higher Severity"
"621",20091,"Johnson County, Kansas","KS",31.4,89087,96.51,44.12,80.1,"Lower Severity"
"622",20121,"Miami County, Kansas","KS",38.7,71995,95.58,47.5,81,"Higher Severity"
"623",20207,"Woodson County, Kansas","KS",37.4,39643,92.02,33.33,81.5,"Higher Severity"
"624",20011,"Bourbon County, Kansas","KS",39.2,43917,89.72,42.86,78.7,"Higher Severity"
"625",20177,"Shawnee County, Kansas","KS",38.4,56762,92.92,50.91,80.1,"Higher Severity"
"626",20155,"Reno County, Kansas","KS",39.4,49936,91.69,51.49,80.1,"Higher Severity"
"627",20171,"Scott County, Kansas","KS",36.8,65417,84.91,30.77,78.5,"Higher Severity"
"628",20013,"Brown County, Kansas","KS",41.1,48333,93.52,35.71,80.2,"Higher Severity"
"629",20147,"Phillips County, Kansas","KS",37.4,50093,91.08,38.46,81.2,"Higher Severity"
"630",21079,"Garrard County, Kentucky","KY",39,52631,84.91,41.67,81.9,"Higher Severity"
"631",21037,"Campbell County, Kentucky","KY",35.9,63050,93.29,42.51,82.7,"Lower Severity"
"632",21123,"Larue County, Kentucky","KY",39.7,47643,84.41,66.67,83.9,"Higher Severity"
"633",21167,"Mercer County, Kentucky","KY",36.1,55093,90.12,43.48,82.5,"Lower Severity"
"634",21207,"Russell County, Kentucky","KY",38.3,38390,82.68,37.5,82.5,"Higher Severity"
"635",21229,"Washington County, Kentucky","KY",39.1,53743,88.13,63.64,81.9,"Higher Severity"
"636",21009,"Barren County, Kentucky","KY",38.6,41459,84.74,46.27,84.1,"Higher Severity"
"637",21091,"Hancock County, Kentucky","KY",36.7,57217,87.2,60,84.4,"Higher Severity"
"638",21093,"Hardin County, Kentucky","KY",37.1,54367,92.31,48.82,81.6,"Higher Severity"
"639",21149,"McLean County, Kentucky","KY",38.3,51861,91.27,46.15,84.7,"Higher Severity"
"640",21197,"Powell County, Kentucky","KY",39.7,37469,81.91,57.14,81.4,"Higher Severity"
"641",21033,"Caldwell County, Kentucky","KY",38,44775,87.7,40.91,83.1,"Higher Severity"
"642",21019,"Boyd County, Kentucky","KY",42.9,48308,88.7,58.49,84.2,"Higher Severity"
"643",21067,"Fayette County, Kentucky","KY",32.8,57291,92.15,47.11,81,"Lower Severity"
"644",21115,"Johnson County, Kentucky","KY",40.1,37055,82.8,62.07,81.9,"Higher Severity"
"645",21175,"Morgan County, Kentucky","KY",38.4,36134,77.49,77.78,79.1,"Higher Severity"
"646",21199,"Pulaski County, Kentucky","KY",37.5,39998,83.78,54.02,84.4,"Higher Severity"
"647",21001,"Adair County, Kentucky","KY",38,38021,86.12,46.67,81.3,"Higher Severity"
"648",21025,"Breathitt County, Kentucky","KY",43.3,27344,79.47,70,82,"Higher Severity"
"649",21099,"Hart County, Kentucky","KY",40.3,38396,78.4,50,82.2,"Higher Severity"
"650",21143,"Lyon County, Kentucky","KY",39.4,52528,90.52,28.57,83.1,"Higher Severity"
"651",21135,"Lewis County, Kentucky","KY",41.7,31147,78.67,66.67,83.7,"Higher Severity"
"652",21239,"Woodford County, Kentucky","KY",36.6,63820,91.21,50,83.7,"Higher Severity"
"653",21131,"Leslie County, Kentucky","KY",41.5,31627,81.98,80,82,"Higher Severity"
"654",21127,"Lawrence County, Kentucky","KY",41.3,32798,76.95,50,82,"Higher Severity"
"655",21145,"McCracken County, Kentucky","KY",36.2,46080,92.72,48.28,84.6,"Higher Severity"
"656",46015,"Brule County, South Dakota","SD",33.2,57196,85.79,46.15,73.7,"Lower Severity"
"657",46099,"Minnehaha County, South Dakota","SD",34.5,61772,93.1,48.09,71.9,"Lower Severity"
"658",46027,"Clay County, South Dakota","SD",25.5,50724,93.4,32.14,68.2,"Lower Severity"
"659",46065,"Hughes County, South Dakota","SD",30.5,64783,96.69,40,74.4,"Lower Severity"
"660",46059,"Hand County, South Dakota","SD",31.3,54155,93.08,66.67,76.8,"Lower Severity"
"661",46135,"Yankton County, South Dakota","SD",34.4,58342,93.08,41.46,74.7,"Lower Severity"
"662",46005,"Beadle County, South Dakota","SD",33,52313,85.1,44.44,75.2,"Lower Severity"
"663",46035,"Davison County, South Dakota","SD",32.9,50570,90.24,34.55,74.8,"Lower Severity"
"664",46023,"Charles Mix County, South Dakota","SD",36.2,50481,89.48,43.75,71.3,"Higher Severity"
"665",21235,"Whitley County, Kentucky","KY",36.2,39005,82.07,56.86,83.8,"Higher Severity"
"666",21071,"Floyd County, Kentucky","KY",40.7,32730,79.29,68.18,81.7,"Higher Severity"
"667",21117,"Kenton County, Kentucky","KY",35,64339,91.95,42.49,82.7,"Lower Severity"
"668",21153,"Magoffin County, Kentucky","KY",42.3,28147,72.47,63.64,81.4,"Higher Severity"
"669",21205,"Rowan County, Kentucky","KY",36.9,38230,86.79,55,77.9,"Higher Severity"
"670",21217,"Taylor County, Kentucky","KY",37.1,44522,88.38,62.86,83.6,"Higher Severity"
"671",21065,"Estill County, Kentucky","KY",42,31688,76.45,50,82.3,"Higher Severity"
"672",22079,"Rapides Parish, Louisiana","LA",39.7,47269,87.64,55.49,76.4,"Higher Severity"
"673",22105,"Tangipahoa Parish, Louisiana","LA",37.7,47832,83.25,43.26,74.6,"Higher Severity"
"674",22123,"West Carroll Parish, Louisiana","LA",38.2,38500,81.59,81.82,75.3,"Higher Severity"
"675",22021,"Caldwell Parish, Louisiana","LA",39,37691,79.93,55.56,74.7,"Higher Severity"
"676",22039,"Evangeline Parish, Louisiana","LA",41.6,31965,76.51,47.62,73.5,"Higher Severity"
"677",22087,"St. Bernard Parish, Louisiana","LA",39.5,44661,81.17,50,73.4,"Higher Severity"
"678",22121,"West Baton Rouge Parish, Louisiana","LA",37.3,65385,88.56,52.5,75.4,"Higher Severity"
"679",22081,"Red River Parish, Louisiana","LA",43.1,33816,79.62,40,75.1,"Higher Severity"
"680",22069,"Natchitoches Parish, Louisiana","LA",39.9,28567,87.55,41.94,75.4,"Higher Severity"
"681",22041,"Franklin Parish, Louisiana","LA",40.6,35282,78.21,63.64,75.3,"Higher Severity"
"682",22007,"Assumption Parish, Louisiana","LA",39.6,43759,79.07,53.85,77.1,"Higher Severity"
"683",22113,"Vermilion Parish, Louisiana","LA",35.8,51945,84.8,43.75,76.8,"Lower Severity"
"684",22029,"Concordia Parish, Louisiana","LA",42.1,32500,85.79,60,76.4,"Higher Severity"
"685",23017,"Oxford County, Maine","ME",34.1,49204,91.12,26.6,83.5,"Lower Severity"
"686",23019,"Penobscot County, Maine","ME",34.5,50808,93.92,37.45,83.5,"Lower Severity"
"687",23001,"Androscoggin County, Maine","ME",32.2,53509,91.97,45.64,83.6,"Lower Severity"
"688",23005,"Cumberland County, Maine","ME",25.4,73072,96.25,32.97,83.9,"Lower Severity"
"689",23031,"York County, Maine","ME",31.7,67830,94.71,32.51,84.8,"Lower Severity"
"690",23025,"Somerset County, Maine","ME",34.1,44256,91.8,36.62,83.2,"Lower Severity"
"691",24047,"Worcester County, Maryland","MD",33.8,63499,93.52,28.57,87.3,"Lower Severity"
"692",24041,"Talbot County, Maryland","MD",31.8,73547,92.2,36,87.1,"Lower Severity"
"693",25001,"Barnstable County, Massachusetts","MA",24.1,74336,95.9,26.29,88.4,"Lower Severity"
"694",25003,"Berkshire County, Massachusetts","MA",25.5,59230,93.4,31.82,86.7,"Lower Severity"
"695",25023,"Plymouth County, Massachusetts","MA",27.3,89489,93.11,34.91,86.3,"Lower Severity"
"696",25021,"Norfolk County, Massachusetts","MA",21.9,103291,94.24,36.1,85.9,"Lower Severity"
"697",25019,"Nantucket County, Massachusetts","MA",27.3,107717,97.27,21.84,81.6,"Lower Severity"
"698",26005,"Allegan County, Michigan","MI",36.5,62965,91.67,36.2,85,"Higher Severity"
"699",26003,"Alger County, Michigan","MI",37.8,45570,93.74,30.77,83.8,"Higher Severity"
"700",26127,"Oceana County, Michigan","MI",38.3,50104,89.69,24.32,82.9,"Higher Severity"
"701",26035,"Clare County, Michigan","MI",42,39565,87.11,45.1,84.8,"Higher Severity"
"702",26073,"Isabella County, Michigan","MI",37.1,45116,92.64,40.74,80.2,"Higher Severity"
"703",26157,"Tuscola County, Michigan","MI",40.7,49988,91.53,46.67,83.8,"Higher Severity"
"704",26007,"Alpena County, Michigan","MI",37.1,43363,92.79,40.38,86.8,"Higher Severity"
"705",26111,"Midland County, Michigan","MI",34.5,62625,94.99,52.89,85.1,"Lower Severity"
"706",26135,"Oscoda County, Michigan","MI",39.3,42335,85.42,54.55,86.3,"Higher Severity"
"707",26037,"Clinton County, Michigan","MI",35.5,70390,95.11,49.47,84.5,"Lower Severity"
"708",26057,"Gratiot County, Michigan","MI",39.9,47848,91.9,50,83.5,"Higher Severity"
"709",26091,"Lenawee County, Michigan","MI",39.4,55450,91.13,48.55,84.4,"Higher Severity"
"710",26117,"Montcalm County, Michigan","MI",41.1,49448,88.14,42.19,82.4,"Higher Severity"
"711",26147,"St. Clair County, Michigan","MI",36.9,56951,91.92,41.78,85.2,"Higher Severity"
"712",26161,"Washtenaw County, Michigan","MI",27.8,72586,95.76,45.44,82.5,"Lower Severity"
"713",26027,"Cass County, Michigan","MI",36.2,55107,89.68,36.17,85.7,"Higher Severity"
"714",26143,"Roscommon County, Michigan","MI",36.4,42054,90.69,27.27,86.9,"Higher Severity"
"715",26023,"Branch County, Michigan","MI",38.2,51947,88.82,41.67,84.4,"Higher Severity"
"716",26075,"Jackson County, Michigan","MI",39.2,53658,92.01,46.38,84.4,"Higher Severity"
"717",26099,"Macomb County, Michigan","MI",36.2,62855,90.63,49.35,85.2,"Higher Severity"
"718",26013,"Baraga County, Michigan","MI",40.2,46065,91.3,46.15,82.1,"Higher Severity"
"719",26045,"Eaton County, Michigan","MI",37,64348,94.76,49.72,84.8,"Higher Severity"
"720",13293,"Upson County, Georgia","GA",37.5,37640,84.42,48.78,74,"Higher Severity"
"721",13303,"Washington County, Georgia","GA",40.8,38068,84.2,61.9,68.7,"Higher Severity"
"722",13311,"White County, Georgia","GA",30.1,52493,85.62,34.38,72.6,"Lower Severity"
"723",13225,"Peach County, Georgia","GA",36.5,46636,86,65,69.8,"Higher Severity"
"724",13223,"Paulding County, Georgia","GA",34.6,68370,91.01,47.13,70.2,"Lower Severity"
"725",13229,"Pierce County, Georgia","GA",37.6,42804,86.7,60.87,73.6,"Higher Severity"
"726",13231,"Pike County, Georgia","GA",32.7,64878,88.07,40,73.7,"Lower Severity"
"727",13245,"Richmond County, Georgia","GA",38.2,42728,87.58,51.16,69.4,"Higher Severity"
"728",13251,"Screven County, Georgia","GA",38.8,39842,84.93,46.15,71,"Higher Severity"
"729",13267,"Tattnall County, Georgia","GA",37.5,40730,78.28,72.22,64.9,"Higher Severity"
"730",13019,"Berrien County, Georgia","GA",36.7,40415,81.3,50,70.1,"Higher Severity"
"731",17135,"Montgomery County, Illinois","IL",38.8,52748,89.72,43.14,80.3,"Higher Severity"
"732",17195,"Whiteside County, Illinois","IL",35.7,54232,90.77,41.46,82.5,"Lower Severity"
"733",17001,"Adams County, Illinois","IL",33,52993,93.35,36.27,82.7,"Lower Severity"
"734",17027,"Clinton County, Illinois","IL",34.7,66639,92,36.84,81.5,"Lower Severity"
"735",17037,"DeKalb County, Illinois","IL",33.7,63317,93.04,50.59,77.1,"Lower Severity"
"736",17047,"Edwards County, Illinois","IL",35.1,51080,91.08,50,81,"Lower Severity"
"737",17079,"Jasper County, Illinois","IL",35.9,54256,93.31,60,80.7,"Lower Severity"
"738",17081,"Jefferson County, Illinois","IL",36.3,49896,90.61,56.67,82.4,"Higher Severity"
"739",17183,"Vermilion County, Illinois","IL",38.9,46515,90.56,46.85,81.7,"Higher Severity"
"740",17197,"Will County, Illinois","IL",33,86961,91.6,51.43,80,"Lower Severity"
"741",17199,"Williamson County, Illinois","IL",36.5,50734,92.74,48.15,82.2,"Higher Severity"
"742",17023,"Clark County, Illinois","IL",36.3,56531,92.22,45.45,80.8,"Higher Severity"
"743",17041,"Douglas County, Illinois","IL",35.6,56714,84.76,42.5,79.6,"Lower Severity"
"744",17049,"Effingham County, Illinois","IL",33.8,56685,93.51,55.56,82.7,"Lower Severity"
"745",17057,"Fulton County, Illinois","IL",37.9,51643,89.93,32,82.3,"Higher Severity"
"746",17061,"Greene County, Illinois","IL",35.9,49885,90.39,47.06,80.5,"Lower Severity"
"747",17065,"Hamilton County, Illinois","IL",35.6,54046,86.33,42.86,83.3,"Lower Severity"
"748",17073,"Henry County, Illinois","IL",35.1,59933,92.45,30.77,83,"Lower Severity"
"749",17087,"Johnson County, Illinois","IL",36.3,52774,84.64,50,78.4,"Higher Severity"
"750",17095,"Knox County, Illinois","IL",38.3,44129,88.76,45.92,82.5,"Higher Severity"
"751",17105,"Livingston County, Illinois","IL",36.8,55160,90.52,34.78,81.6,"Higher Severity"
"752",17179,"Tazewell County, Illinois","IL",32.9,63454,93.67,50.94,82.2,"Lower Severity"
"753",17187,"Warren County, Illinois","IL",35.8,50310,87.5,27.27,81.6,"Lower Severity"
"754",18061,"Harrison County, Indiana","IN",36.9,57712,90.22,43.24,80.8,"Higher Severity"
"755",18091,"LaPorte County, Indiana","IN",37.2,53658,89.88,42.11,79.8,"Higher Severity"
"756",18169,"Wabash County, Indiana","IN",34.7,54259,91.45,50,81.6,"Lower Severity"
"757",18073,"Jasper County, Indiana","IN",37.2,63892,92.91,53.06,80.1,"Higher Severity"
"758",18101,"Martin County, Indiana","IN",35.6,52726,88.79,46.67,78.8,"Lower Severity"
"759",18127,"Porter County, Indiana","IN",36.4,71152,93.94,42.8,79.6,"Higher Severity"
"760",18137,"Ripley County, Indiana","IN",33.6,56332,90.56,45.95,78.6,"Lower Severity"
"761",18147,"Spencer County, Indiana","IN",32.6,57305,92.53,71.43,79.4,"Lower Severity"
"762",18159,"Tipton County, Indiana","IN",33.6,58118,90.75,42.86,82,"Lower Severity"
"763",18167,"Vigo County, Indiana","IN",36.1,45230,90.47,47.74,78.4,"Lower Severity"
"764",18173,"Warrick County, Indiana","IN",33.8,73482,94.92,44.29,81.4,"Lower Severity"
"765",18033,"DeKalb County, Indiana","IN",37,56421,91.35,43.28,80.6,"Higher Severity"
"766",18087,"LaGrange County, Indiana","IN",37.3,64498,60.58,21.43,76.9,"Higher Severity"
"767",18139,"Rush County, Indiana","IN",34.9,54346,89.42,43.48,79.3,"Lower Severity"
"768",18011,"Boone County, Indiana","IN",32,83077,95,41.59,82.2,"Lower Severity"
"769",26053,"Gogebic County, Michigan","MI",38.6,38839,96.2,23.53,84.2,"Higher Severity"
"770",27093,"Meeker County, Minnesota","MN",35,63452,94.08,37.5,73.6,"Lower Severity"
"771",27131,"Rice County, Minnesota","MN",31.4,68584,92.47,44.44,71.9,"Lower Severity"
"772",27027,"Clay County, Minnesota","MN",33.4,65269,94.26,57.35,72,"Lower Severity"
"773",27045,"Fillmore County, Minnesota","MN",36.4,61207,91.88,34.21,74.7,"Higher Severity"
"774",27119,"Polk County, Minnesota","MN",33.7,59343,93.43,36.59,75.3,"Lower Severity"
"775",27143,"Sibley County, Minnesota","MN",34.3,63439,93.15,30.77,73,"Lower Severity"
"776",27165,"Watonwan County, Minnesota","MN",33.9,54065,87.83,23.53,71.8,"Lower Severity"
"777",27011,"Big Stone County, Minnesota","MN",34,53900,93.35,45.45,76.8,"Lower Severity"
"778",27021,"Cass County, Minnesota","MN",34,52204,93.89,18.75,77.6,"Lower Severity"
"779",27057,"Hubbard County, Minnesota","MN",34.9,56709,94.12,20.51,75.6,"Lower Severity"
"780",27091,"Martin County, Minnesota","MN",34.9,52798,94.03,44.83,77.4,"Lower Severity"
"781",27105,"Nobles County, Minnesota","MN",38.5,55304,79.37,38.46,72.1,"Higher Severity"
"782",27141,"Sherburne County, Minnesota","MN",35.1,89250,94.4,44.09,72.3,"Lower Severity"
"783",27019,"Carver County, Minnesota","MN",29.3,101496,96.29,45.97,74,"Lower Severity"
"784",27085,"McLeod County, Minnesota","MN",35.7,62121,93.51,50,75.2,"Lower Severity"
"785",27123,"Ramsey County, Minnesota","MN",30.6,64660,91.19,46.32,72.7,"Lower Severity"
"786",27169,"Winona County, Minnesota","MN",31.7,59329,93.15,45.68,72,"Lower Severity"
"787",27039,"Dodge County, Minnesota","MN",32.7,74575,95.75,47.37,74.7,"Lower Severity"
"788",27035,"Crow Wing County, Minnesota","MN",31.7,56549,94.31,33.59,76.7,"Lower Severity"
"789",27171,"Wright County, Minnesota","MN",30.1,84974,94.93,45.63,72.8,"Lower Severity"
"790",27095,"Mille Lacs County, Minnesota","MN",33.7,56135,90.65,32,72.4,"Lower Severity"
"791",27017,"Carlton County, Minnesota","MN",31.3,63098,94.13,27.03,74.9,"Lower Severity"
"792",27065,"Kanabec County, Minnesota","MN",37.3,57163,91.33,31.25,73.8,"Higher Severity"
"793",1115,"St. Clair County, Alabama","AL",35.8,58308,87.29,57.69,78.9,"Lower Severity"
"794",1043,"Cullman County, Alabama","AL",33.4,44918,84.61,57.14,79.9,"Lower Severity"
"795",1069,"Houston County, Alabama","AL",40.3,47580,87.62,56.87,79.1,"Higher Severity"
"796",1125,"Tuscaloosa County, Alabama","AL",36.7,53326,90.64,54.43,75.9,"Higher Severity"
"797",1031,"Coffee County, Alabama","AL",34.8,55637,86.62,57.14,78.2,"Lower Severity"
"798",1021,"Chilton County, Alabama","AL",39.5,47468,82.16,56,78.1,"Higher Severity"
"799",1055,"Etowah County, Alabama","AL",34.6,44637,86.12,55.35,80.2,"Lower Severity"
"800",1075,"Lamar County, Alabama","AL",36.5,38364,82.07,46.67,79.2,"Higher Severity"
"801",1013,"Butler County, Alabama","AL",39.6,40688,87.59,64.52,77.6,"Higher Severity"
"802",1127,"Walker County, Alabama","AL",35.5,43629,82.67,55.81,80.5,"Lower Severity"
"803",1011,"Bullock County, Alabama","AL",44.1,37785,73.38,60,74.1,"Higher Severity"
"804",1017,"Chambers County, Alabama","AL",39.6,42289,83.46,64.81,79.9,"Higher Severity"
"805",2100,"Haines Borough, Alaska","AK",31.1,58059,97.68,30,65.2,"Lower Severity"
"806",2110,"Juneau City and Borough, Alaska","AK",27.9,88390,95.44,36.36,61.9,"Lower Severity"
"807",2068,"Denali Borough, Alaska","AK",29.5,81719,96.65,30,62.1,"Lower Severity"
"808",4019,"Pima County, Arizona","AZ",29.9,53379,89.47,46.97,70.6,"Lower Severity"
"809",4007,"Gila County, Arizona","AZ",30.7,43524,87.14,33.33,75.5,"Lower Severity"
"810",4003,"Cochise County, Arizona","AZ",33.3,49260,88.91,40,71.6,"Lower Severity"
"811",4001,"Apache County, Arizona","AZ",36.6,32508,84.01,44.83,62.9,"Higher Severity"
"812",4027,"Yuma County, Arizona","AZ",37.1,45243,76.19,54.36,66.9,"Higher Severity"
